project_id,state,district,work_category,project_description,sanctioned_amount_inr,implementing_agency,sanction_date,expected_completion_date,actual_completion_date,fraud_label,fraud_type
MPLAD-7054B0,Assam,Guwahati,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Guwahati Sector 15,517692.79,Contractor_32,2025-03-31,2025-07-07,2025-06-25,0,None
MPLAD-5DECD6,Maharashtra,Palghar,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Palghar Sector 4,549366.28,Contractor_29,2025-07-01,2025-10-18,,0,None
MPLAD-A23551,Bihar,Patna,School Boundary Wall,"Erection of brick masonry boundary wall at Government High School, Patna Sector 14",327758.83,Contractor_24,2025-02-26,2025-06-02,,1,Delayed Completion
MPLAD-42FFF1,Jammu And Kashmir,Jammu,Community Hall,Civil construction work of Samaj Mandir / Community Hall at Jammu Block 22,1591339.71,Contractor_9,2025-12-29,2026-05-31,2026-05-19,0,None
MPLAD-9ECB71,Rajasthan,Jaipur,Solar Street Light,Fitting 20 solar powered street lamps in Jaipur Zone 11,81971.9,Contractor_6,2025-08-13,2025-12-12,2025-12-12,0,None
MPLAD-259E51,Karnataka,Belagavi,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Belagavi Ward 9,2024448.07,Contractor_28,2025-08-01,2026-01-23,2026-02-01,1,Cost Inflation
MPLAD-8B8220,Assam,Silchar,School Boundary Wall,Fencing and perimeter boundary wall development for public school in Silchar Sector 34,325081.2,Contractor_5,2025-08-23,2026-01-06,,0,None
MPLAD-454D7A,Uttar Pradesh,Agra,Solar Street Light,Supply and erection of 30 LED solar street lights at Agra Sector 34,71766.07,Contractor_19,2025-07-25,2025-10-30,2025-10-16,0,None
MPLAD-21C2AC,Assam,Dibrugarh,School Boundary Wall,Construction of protective compound boundary wall for ZP School in Dibrugarh Block 34,294120.17,Contractor_40,2025-12-15,2026-04-24,,0,None
MPLAD-D4E2CF,West Bengal,Darjeeling,Community Hall,Renovation and expansion of community hall in Darjeeling Ward 20,1580118.03,Contractor_6,2025-08-17,2026-02-12,2026-02-22,0,None
MPLAD-0A71B1,Uttar Pradesh,Kanpur,Solar Street Light,Fitting 30 solar powered street lamps in Kanpur Block 11,75748.67,Contractor_2,2025-07-19,2025-11-13,2025-11-15,0,None
MPLAD-C63F25,Tamil Nadu,Coimbatore,Solar Street Light,Installation of 40 solar street lights in Coimbatore Sector 24,82806.39,Contractor_17,2025-10-04,2026-02-09,2026-02-10,0,None
MPLAD-CE5B86,Bihar,Aurangabad_BR,Road Repair,Paver block fixing and road repair work in Aurangabad_BR Ward 35,770894.67,Contractor_39,2025-01-25,2025-06-02,2025-05-18,0,None
MPLAD-AFACC7,Uttar Pradesh,Agra,Community Hall,Development and construction of public community center in Agra Zone 13,1440134.85,Contractor_50,2025-05-26,2025-10-29,2025-10-17,0,None
MPLAD-54CA3A,Rajasthan,Jodhpur,Drinking Water Plant,Deep tube-well drilling and solar water purification plant setup at Jodhpur Ward 29,495430.96,Contractor_5,2025-03-17,2025-06-25,2025-06-23,0,None
MPLAD-2E10DC,Assam,Silchar,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Silchar Gram Panchayat 29,517682.24,Contractor_45,2025-07-26,2025-12-13,,0,None
MPLAD-66D476,Uttar Pradesh,Varanasi,School Boundary Wall,Fencing and perimeter boundary wall development for public school in Varanasi Zone 34,313903.02,Contractor_8,2025-08-02,2026-01-03,2026-01-10,0,None
MPLAD-B54A88,Uttar Pradesh,Kanpur,Community Hall,Construction of community hall in Kanpur Block 19,1482172.95,Contractor_3,2025-01-17,2025-05-02,2025-04-30,0,None
MPLAD-CBF007,Tamil Nadu,Madurai,Road Repair,Asphalt resurfacing and repair of main road in Madurai Zone 27,730660.9,Contractor_4,2025-07-10,2025-11-15,2025-10-31,0,None
MPLAD-6828FE,Uttar Pradesh,Agra,Drinking Water Plant,Boring and installation of RO drinking water plant in Agra Sector 27,538905.72,Contractor_31,2025-04-21,2025-07-20,2025-07-16,0,None
MPLAD-620BDF,Karnataka,Mysuru,Road Repair,Asphalt resurfacing and repair of main road in Mysuru Ward 33,761940.38,Contractor_41,2025-08-20,2026-01-17,2026-01-21,0,None
MPLAD-78D7E0,Jammu And Kashmir,Srinagar,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Srinagar Gram Panchayat 15,315700.73,Contractor_26,2025-12-08,2026-04-18,2026-04-22,0,None
MPLAD-EDAA26,Jammu And Kashmir,Jammu,Drinking Water Plant,Boring and installation of RO drinking water plant in Jammu Block 8,504099.45,Contractor_42,2025-12-10,2026-04-14,2026-04-04,0,None
MPLAD-26AC10,Assam,Silchar,Road Repair,Bituminous macadam road repair and pothole filling in Silchar Gram Panchayat 33,717030.41,Contractor_2,2025-11-13,2026-02-17,,0,None
MPLAD-060181,Uttar Pradesh,Lucknow,Solar Street Light,Electrification via 25 solar street lights across Lucknow Sector 35,78165.09,Contractor_39,2025-09-30,2026-02-02,2026-01-25,0,None
MPLAD-A986F3,Jammu And Kashmir,Srinagar,Drinking Water Plant,Boring and installation of RO drinking water plant in Srinagar Zone 21,490179.79,Contractor_25,2025-01-24,2025-06-06,2025-06-04,0,None
MPLAD-9B1177,Assam,Guwahati,Drinking Water Plant,Boring and installation of RO drinking water plant in Guwahati Block 27,459102.51,Contractor_44,2025-02-20,2025-06-26,2025-06-19,0,None
MPLAD-4200F9,Uttar Pradesh,Lucknow,Community Hall,Development and construction of public community center in Lucknow Gram Panchayat 21,1323565.49,Contractor_17,2025-06-16,2025-09-21,2025-09-09,0,None
MPLAD-F2CF89,Maharashtra,Nashik,School Boundary Wall,"Erection of brick masonry boundary wall at Government High School, Nashik Zone 33",326494.65,Contractor_25,2025-03-03,2025-07-01,2025-07-04,0,None
MPLAD-4A4548,Jammu And Kashmir,Jammu,Solar Street Light,Setup of 40 high-mast solar illumination units in Jammu Ward 2,70385.75,Contractor_18,2025-06-12,2025-11-01,2025-10-17,0,None
MPLAD-5CB038,Bihar,Gaya,Road Repair,Concreting and repair of internal village road at Gaya Gram Panchayat 29,892694.94,Contractor_6,2025-12-12,2026-05-22,2026-05-11,0,None
MPLAD-D345E2,Karnataka,Belagavi,Road Repair,Paver block fixing and road repair work in Belagavi Gram Panchayat 3,740691.38,Contractor_1,2025-03-14,2025-07-03,2025-07-05,0,None
MPLAD-4D8B28,Tamil Nadu,Coimbatore,School Boundary Wall,Reconstruction of damaged perimeter boundary wall for primary school in Coimbatore Block 25,327666.87,Contractor_23,2025-11-14,2026-02-12,2026-02-12,0,None
MPLAD-FCB61C,Tamil Nadu,Chennai,Community Hall,Construction of community hall in Chennai Sector 26,1534063.67,Contractor_45,2025-09-19,2026-01-07,2026-01-10,0,None
MPLAD-3E484C,Tamil Nadu,Trichy,Solar Street Light,Fitting 40 solar powered street lamps in Trichy Block 17,81609.96,Contractor_49,2025-10-12,2026-02-05,2026-02-15,0,None
MPLAD-D54AC4,Karnataka,Mysuru,School Boundary Wall,Reconstruction of damaged perimeter boundary wall for primary school in Mysuru Ward 1,286380.79,Contractor_39,2025-12-06,2026-04-01,2026-04-05,0,None
MPLAD-A667E9,Uttar Pradesh,Agra,School Boundary Wall,Fencing and perimeter boundary wall development for public school in Agra Gram Panchayat 35,270256.75,Contractor_6,2025-01-05,2025-06-15,,0,None
MPLAD-C462F8,Jammu And Kashmir,Jammu,Solar Street Light,Electrification via 20 solar street lights across Jammu Gram Panchayat 12,75772.99,Contractor_50,2025-12-10,2026-03-25,2026-03-22,0,None
MPLAD-64132D,West Bengal,Darjeeling,Solar Street Light,Fitting 40 solar powered street lamps in Darjeeling Block 13,67495.28,Contractor_6,2025-07-09,2025-11-22,2026-04-09,1,Delayed Completion
MPLAD-2BC320,West Bengal,Darjeeling,Road Repair,Bituminous macadam road repair and pothole filling in Darjeeling Sector 13,825047.31,Contractor_41,2025-04-24,2025-09-07,2025-09-07,0,None
MPLAD-0405FE,Assam,Dibrugarh,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Dibrugarh Zone 12,276656.79,Contractor_5,2025-05-23,2025-09-11,2025-09-17,0,None
MPLAD-5E3FDB,Uttar Pradesh,Kanpur,Road Repair,Bituminous macadam road repair and pothole filling in Kanpur Block 13,725649.28,Contractor_44,2025-02-03,2025-07-15,,0,None
MPLAD-BF859E,Assam,Silchar,Solar Street Light,Installation of 25 solar street lights in Silchar Sector 21,84839.03,Contractor_28,2025-12-21,2026-04-22,2026-04-21,0,None
MPLAD-03AC73,Assam,Dibrugarh,School Boundary Wall,Construction of protective compound boundary wall for ZP School in Dibrugarh Ward 4,286442.14,Contractor_18,2025-12-15,2026-05-17,2026-05-26,0,None
MPLAD-8AB3C7,Maharashtra,Aurangabad,School Boundary Wall,Construction of protective compound boundary wall for ZP School in Aurangabad Ward 28,301944.62,Contractor_5,2025-06-11,2025-10-03,2025-10-06,0,None
MPLAD-9C2360,Tamil Nadu,Chennai,Community Hall,Renovation and expansion of community hall in Chennai Sector 22,1378750.73,Contractor_17,2025-06-18,2025-12-05,2025-11-20,0,None
MPLAD-0170C2,Karnataka,Bengaluru Urban,Community Hall,Construction of community hall in Bengaluru Urban Zone 29,1343136.26,Contractor_49,2025-05-03,2025-09-12,2025-09-04,0,None
MPLAD-B861E3,Bihar,Patna,Solar Street Light,Setup of 20 high-mast solar illumination units in Patna Sector 9,77506.98,Contractor_4,2025-10-24,2026-01-29,,0,None
MPLAD-0CAA32,Rajasthan,Jaipur,School Boundary Wall,Construction of protective compound boundary wall for ZP School in Jaipur Gram Panchayat 26,273287.33,Contractor_7,2025-11-09,2026-02-20,2026-02-22,0,None
MPLAD-45FFA2,Maharashtra,Hingoli,Road Repair,Bituminous macadam road repair and pothole filling in Hingoli Sector 22,850392.67,Contractor_42,2025-04-30,2025-09-16,2025-09-14,0,None
MPLAD-81230F,West Bengal,Kolkata,Solar Street Light,Installation of 30 solar street lights in Kolkata Ward 9,74081.54,Contractor_41,2025-06-18,2025-09-29,2025-10-06,0,None
MPLAD-03C978,Jammu And Kashmir,Jammu,Road Repair,Asphalt resurfacing and repair of main road in Jammu Sector 4,751257.22,Contractor_9,2025-08-04,2026-01-20,2026-01-12,0,None
MPLAD-23D432,Karnataka,Mysuru,Drinking Water Plant,Deep tube-well drilling and solar water purification plant setup at Mysuru Gram Panchayat 20,508452.23,Contractor_39,2025-09-20,2026-03-03,,0,None
MPLAD-A619C9,Assam,Silchar,Drinking Water Plant,Deep tube-well drilling and solar water purification plant setup at Silchar Zone 4,479106.39,Contractor_28,2025-01-05,2025-06-28,2025-06-14,0,None
MPLAD-0D3B7C,West Bengal,Kolkata,Drinking Water Plant,Construction of community drinking water facility and supply pipeline in Kolkata Block 22,469540.71,Contractor_40,2025-04-13,2025-08-24,2025-08-24,0,None
MPLAD-80C7E6,Bihar,Aurangabad_BR,Drinking Water Plant,Deep tube-well drilling and solar water purification plant setup at Aurangabad_BR Ward 30,491869.53,Contractor_40,2025-03-25,2025-06-28,2025-06-13,0,None
MPLAD-4BE55F,Rajasthan,Jaipur,Community Hall,Development and construction of public community center in Jaipur Sector 23,1395607.62,Contractor_2,2025-06-19,2025-11-07,2025-10-23,0,None
MPLAD-847A9C,Jammu And Kashmir,Srinagar,Road Repair,Concreting and repair of internal village road at Srinagar Sector 13,723037.86,Contractor_13,2025-05-29,2025-11-15,2025-11-24,0,None
MPLAD-565080,Uttar Pradesh,Kanpur,Drinking Water Plant,Boring and installation of RO drinking water plant in Kanpur Block 7,467414.66,Contractor_2,2025-05-15,2025-10-22,2025-10-13,0,None
MPLAD-97D2DA,Karnataka,Bengaluru Urban,Community Hall,Development and construction of public community center in Bengaluru Urban Ward 34,5532158.24,Contractor_40,2025-02-26,2025-07-05,2025-07-01,1,Cost Inflation
MPLAD-46A6CC,Bihar,Gaya,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Gaya Block 21,322703.27,Contractor_39,2025-02-03,2025-05-20,2025-05-11,0,None
MPLAD-38676A,Maharashtra,Nashik,School Boundary Wall,Reconstruction of damaged perimeter boundary wall for primary school in Nashik Sector 18,328618.89,Contractor_9,2025-05-06,2025-10-11,2025-09-30,0,None
MPLAD-235A6C,West Bengal,Kolkata,Road Repair,Repair of internal road in Kolkata Zone 25,3649398.0,Contractor_49,2025-09-08,2026-02-05,2026-02-09,1,Cost Inflation
MPLAD-AF4C39,Jammu And Kashmir,Srinagar,Road Repair,Paver block fixing and road repair work in Srinagar Gram Panchayat 31,774853.22,Contractor_18,2025-09-23,2026-02-01,2026-02-02,0,None
MPLAD-B4C1B1,Maharashtra,Nashik,Road Repair,Paver block fixing and road repair work in Nashik Ward 26,780189.21,Contractor_14,2025-10-26,2026-02-21,,0,None
MPLAD-0B8B56,Uttar Pradesh,Kanpur,Drinking Water Plant,Boring and installation of RO drinking water plant in Kanpur Gram Panchayat 34,492502.29,Contractor_23,2025-07-13,2025-11-12,2025-11-01,0,None
MPLAD-AD7098,Assam,Silchar,Community Hall,Renovation and expansion of community hall in Silchar Block 32,1533584.89,Contractor_21,2025-08-27,2026-01-07,2026-01-06,0,None
MPLAD-72A61C,Jammu And Kashmir,Srinagar,Drinking Water Plant,Boring and installation of RO drinking water plant in Srinagar Zone 33,488237.09,Contractor_35,2025-04-02,2025-08-03,2025-07-30,0,None
MPLAD-B7B8C3,Bihar,Patna,Solar Street Light,Supply and erection of 20 LED solar street lights at Patna Ward 22,80717.47,Contractor_17,2025-04-27,2025-08-04,2025-08-06,0,None
MPLAD-B0CFD3,Tamil Nadu,Coimbatore,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Coimbatore Sector 20,524521.13,Contractor_19,2025-12-16,2026-06-14,2026-06-03,0,None
MPLAD-852F03,Rajasthan,Udaipur,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Udaipur Ward 26,528312.83,Contractor_15,2025-07-26,2026-01-15,2026-01-20,0,None
MPLAD-36341F,Jammu And Kashmir,Srinagar,Community Hall,Renovation and expansion of community hall in Srinagar Gram Panchayat 22,1589334.36,Contractor_6,2025-04-18,2025-09-21,2025-09-23,0,None
MPLAD-0CB6FA,Rajasthan,Jaipur,Drinking Water Plant,Boring and installation of RO drinking water plant in Jaipur Ward 9,534580.17,Contractor_20,2025-08-08,2026-01-01,2026-01-03,0,None
MPLAD-EE2DFC,Karnataka,Mysuru,Solar Street Light,Setup of 50 high-mast solar illumination units in Mysuru Zone 20,247511.2,Contractor_21,2025-12-04,2026-04-01,2026-04-07,1,Cost Inflation
MPLAD-52D6C6,Uttar Pradesh,Varanasi,Road Repair,Bituminous macadam road repair and pothole filling in Varanasi Zone 26,704647.97,Contractor_25,2025-01-17,2025-05-29,2025-06-08,0,None
MPLAD-772328,Assam,Dibrugarh,Community Hall,Building multipurpose cultural community hall in Dibrugarh Block 6,1679477.07,Contractor_11,2025-02-02,2025-05-27,2025-05-22,0,None
MPLAD-2F5B30,Maharashtra,Hingoli,Solar Street Light,Setup of 20 high-mast solar illumination units in Hingoli Ward 15,78497.71,Contractor_19,2025-04-01,2025-07-03,2025-06-20,0,None
MPLAD-D8A064,Karnataka,Belagavi,Road Repair,Paver block fixing and road repair work in Belagavi Sector 9,713995.89,Contractor_35,2025-01-30,2025-05-01,2025-04-29,0,None
MPLAD-4A4A7C,Rajasthan,Jaipur,School Boundary Wall,Reconstruction of damaged perimeter boundary wall for primary school in Jaipur Gram Panchayat 11,298695.07,Contractor_39,2025-02-05,2025-06-29,2025-11-21,1,Delayed Completion
MPLAD-508AE8,West Bengal,Darjeeling,Road Repair,Paver block fixing and road repair work in Darjeeling Gram Panchayat 16,887830.85,Contractor_34,2025-10-28,2026-03-02,2026-02-19,0,None
MPLAD-3E634F,Jammu And Kashmir,Baramulla,Drinking Water Plant,Installation of clean drinking water filtration unit in Baramulla Gram Panchayat 23,1621242.37,Contractor_45,2025-09-09,2026-02-19,2026-02-06,1,Cost Inflation
MPLAD-AF5E4A,Rajasthan,Jaipur,Drinking Water Plant,Construction of community drinking water facility and supply pipeline in Jaipur Gram Panchayat 12,1918080.12,Contractor_45,2025-03-31,2025-07-21,,1,Cost Inflation
MPLAD-9734D1,Maharashtra,Nashik,Road Repair,Bituminous macadam road repair and pothole filling in Nashik Sector 14,719106.83,Contractor_32,2025-12-24,2026-04-13,2026-04-18,0,None
MPLAD-9AC46D,Bihar,Muzaffarpur,School Boundary Wall,Reconstruction of damaged perimeter boundary wall for primary school in Muzaffarpur Gram Panchayat 11,329543.38,Contractor_17,2025-10-11,2026-01-18,2026-01-19,0,None
MPLAD-BA2CB1,Maharashtra,Pune,Community Hall,Renovation and expansion of community hall in Pune Block 26,1502425.83,Contractor_13,2025-08-25,2026-02-12,2026-02-20,0,None
MPLAD-B0728E,Bihar,Gaya,School Boundary Wall,Fencing and perimeter boundary wall development for public school in Gaya Sector 6,272266.48,Contractor_36,2025-05-09,2025-09-17,2025-09-16,0,None
MPLAD-9165A5,Uttar Pradesh,Agra,Community Hall,Construction of community hall in Agra Sector 12,1585432.62,Contractor_19,2025-08-13,2025-12-16,2025-12-06,0,None
MPLAD-2CDDF2,Uttar Pradesh,Lucknow,Solar Street Light,Fitting 15 solar powered street lamps in Lucknow Gram Panchayat 23,75693.08,Contractor_12,2025-07-20,2026-01-11,2026-01-17,0,None
MPLAD-CFCD8B,Assam,Guwahati,Community Hall,Building multipurpose cultural community hall in Guwahati Sector 25,1585764.91,Contractor_45,2025-12-12,2026-05-07,2026-05-12,0,None
MPLAD-92EC93,Maharashtra,Thane,Drinking Water Plant,Installation of clean drinking water filtration unit in Thane Ward 6,494398.67,Contractor_2,2025-11-03,2026-03-21,2026-03-13,0,None
MPLAD-0B6D11,Karnataka,Bengaluru Urban,School Boundary Wall,Construction of protective compound boundary wall for ZP School in Bengaluru Urban Ward 11,271676.65,Contractor_3,2025-01-08,2025-07-04,2025-06-26,0,None
MPLAD-7F074F,Karnataka,Belagavi,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Belagavi Gram Panchayat 8,300750.01,Contractor_15,2025-06-17,2025-12-04,2025-11-25,0,None
MPLAD-737AA8,Uttar Pradesh,Lucknow,Community Hall,Renovation and expansion of community hall in Lucknow Gram Panchayat 15,1342354.13,Contractor_5,2025-06-15,2025-11-03,2025-10-19,0,None
MPLAD-DF514A,Maharashtra,Pune,Drinking Water Plant,Borewell drilling and installation of community water purification unit in Pune Sector 35,514994.5,Contractor_37,2025-07-08,2025-11-02,2025-11-11,0,None
MPLAD-A0ADE5,Karnataka,Belagavi,Community Hall,Civil construction work of Samaj Mandir / Community Hall at Belagavi Ward 21,1400776.06,Contractor_43,2025-02-18,2025-08-16,2025-08-25,0,None
MPLAD-CA51EA,Jammu And Kashmir,Baramulla,School Boundary Wall,Construction of security compound wall around Zilla Parishad school in Baramulla Sector 15,274050.81,Contractor_2,2025-01-10,2025-06-14,2025-06-06,0,None
MPLAD-1BB45A,Tamil Nadu,Coimbatore,Road Repair,Repair of internal road in Coimbatore Ward 24,3955834.96,Contractor_32,2025-03-05,2025-07-27,2025-07-31,1,Cost Inflation
